album_artist,album_composer,album_title,album_ean,catalog_number,publisher_info,street_date,label,disc_number,track_number,isrc,track_title,track_movement,active,track_artists,track_composer,minutes,seconds,primary_genre,cline_year,cline,pline_year,pline
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,12,US-4BP-04-00101,The Plague ,Revelation,A,"Electric Phoenix; Neely Bruce, electric piano; Ray Russell, electric guitar; John Marshall, drums",Neely Bruce,0,48,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,13,US-4BP-04-00102,The Plague ,II: The Persecution Of The Jews,A,"Electric Phoenix; Neely Bruce, electric piano; Ray Russell, electric guitar; John Marshall, drums",Neely Bruce,2,12,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,14,US-4BP-04-00103,The Plague ,III: The Song Of The Flagellants,A,"Electric Phoenix; Neely Bruce, electric piano; Ray Russell, electric guitar; John Marshall, drums",Neely Bruce,2,31,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,15,US-4BP-04-00104,The Plague ,IV: The Bonfires Of Clement Vi,A,"Electric Phoenix; Neely Bruce, electric piano; Ray Russell, electric guitar; John Marshall, drums",Neely Bruce,2,45,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,16,US-4BP-04-00105,The Plague ,V: Dance Music,A,"Electric Phoenix; Neely Bruce, electric piano; Ray Russell, electric guitar; John Marshall, drums",Neely Bruce,3,1,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,17,US-4BP-04-00106,The Plague ,VI: Madrigals,A,"Electric Phoenix; Neely Bruce, electric piano; Ray Russell, electric guitar; John Marshall, drums",Neely Bruce,3,19,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,18,US-4BP-04-00107,The Plague ,VII: Chemical Pollution,A,"Electric Phoenix; Neely Bruce, electric piano; Ray Russell, electric guitar; John Marshall, drums",Neely Bruce,3,1,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,19,US-4BP-04-00108,The Plague ,VIII: The Plague Spreads,A,"Electric Phoenix; Neely Bruce, electric piano; Ray Russell, electric guitar; John Marshall, drums",Neely Bruce,4,49,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,20,US-4BP-04-00109,The Plague ,IX: The Canticle Of Habakkuk,A,"Electric Phoenix; Neely Bruce, electric piano; Ray Russell, electric guitar; John Marshall, drums",Neely Bruce,3,29,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,21,US-4BP-04-00110,The Plague ,X: Hamburger Poem,A,"Electric Phoenix; Neely Bruce, electric piano; Ray Russell, electric guitar; John Marshall, drums",Neely Bruce,1,31,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,22,US-4BP-04-00111,The Plague ,"XI: The Causes Of The Plague, With ""Death Of The Rats""",A,"Electric Phoenix; Neely Bruce, electric piano; Ray Russell, electric guitar; John Marshall, drums",Neely Bruce,5,6,20th Century,1992,Mode,1992,Mode
Emanuel Dimas de Melo Pimenta,Emanuel Dimas de Melo Pimenta,Digital Music,764593002123,MOD-CD-021,self published,5/1/1991,Mode Records,1,1,US-4BP-90-02101,Rings,,A,"Emanuel Dimas de Melo Pimenta, electronics",Emanuel Dimas de Melo Pimenta,25,33,20th Century,1991,Mode,2009,Mode
Emanuel Dimas de Melo Pimenta,Emanuel Dimas de Melo Pimenta,Digital Music,764593002123,MOD-CD-021,self published,5/1/1991,Mode Records,1,2,US-4BP-90-02102,Rozart,,A,"Emanuel Dimas de Melo Pimenta, electronics; Enrico Caruso, recorded voice",Emanuel Dimas de Melo Pimenta,15,18,20th Century,1991,Mode,2009,Mode
Emanuel Dimas de Melo Pimenta,Emanuel Dimas de Melo Pimenta,Digital Music,764593002123,MOD-CD-021,self published,5/1/1991,Mode Records,1,3,US-4BP-90-02103,Structures II,,A,"Emanuel Dimas de Melo Pimenta, electronics",Emanuel Dimas de Melo Pimenta,11,59,20th Century,1991,Mode,2009,Mode
Emanuel Dimas de Melo Pimenta,Emanuel Dimas de Melo Pimenta,Digital Music,764593002123,MOD-CD-021,self published,5/1/1991,Mode Records,1,4,US-4BP-90-02104,Short Waves 1985,,A,"Emanuel Dimas de Melo Pimenta, electronics",Emanuel Dimas de Melo Pimenta,14,0,20th Century,1991,Mode,2009,Mode
Relâche,,Relache: On Edge,764593002222,MOD-CD-022,,5/1/1991,Mode Records,1,1,US-4BP-90-02201,Chamber Music: Three Songs from “Home”,I. doing nothing tangible,SR,"Barbara Noska, mezzo-soprano; Relâche; Marshall Taylor, conductor",Paul A. Epstein,9,21,20th Century,1991,Mode,2009,Mode
Relâche,,Relache: On Edge,764593002222,MOD-CD-022,,5/1/1991,Mode Records,1,2,US-4BP-90-02202,Chamber Music: Three Songs from “Home”,"II. Tangible, in our lives, we say",SR,"Barbara Noska, mezzo-soprano; Relâche; Marshall Taylor, conductor",Paul A. Epstein,5,9,20th Century,1991,Mode,2009,Mode
Relâche,,Relache: On Edge,764593002222,MOD-CD-022,,5/1/1991,Mode Records,1,3,US-4BP-90-02203,Chamber Music: Three Songs from “Home”,III. And what we do together,SR,"Barbara Noska, mezzo-soprano; Relâche; Marshall Taylor, conductor",Paul A. Epstein,2,39,20th Century,1991,Mode,2009,Mode
Relâche,,Relache: On Edge,764593002222,MOD-CD-022,,5/1/1991,Mode Records,1,4,US-4BP-90-02204,A Maze (With Grace),,SR,Relâche,Thomas Albert,13,44,20th Century,1991,Mode,2009,Mode
Relâche,,Relache: On Edge,764593002222,MOD-CD-022,,5/1/1991,Mode Records,1,5,US-4BP-90-02205,Devil's Rain,,SR,Relâche,Thomas Albert,8,54,20th Century,1991,Mode,2009,Mode
Relâche,,Relache: On Edge,764593002222,MOD-CD-022,,5/1/1991,Mode Records,1,6,US-4BP-90-02206,Critical Band,,SR,Relâche,James Tenney,17,24,20th Century,1991,Mode,2009,Mode
Musicians' Accord,,Chamber Music with Voice (& a Little Jazz),764593002321,MOD-CD-023,"﻿EMB Editio Musica, Budapest",1/1/1995,Mode Records,1,1,US-4BP-90-02301,Canto,,A,"Michael Dash, baritone; Musicians' Accord",Sheila Silver,27,59,20th Century,1995,Mode,2009,Mode
Musicians' Accord,,Chamber Music with Voice (& a Little Jazz),764593002321,MOD-CD-023,"﻿EMB Editio Musica, Budapest",1/1/1995,Mode Records,1,2,US-4BP-90-02302,Gathering,,A,"Christine Schadeberg, Tamzen Flanders, sopranos; Musicians' Accord",Richard Kassel,4,32,20th Century,1995,Mode,2009,Mode
Musicians' Accord,,Chamber Music with Voice (& a Little Jazz),764593002321,MOD-CD-023,"﻿EMB Editio Musica, Budapest",1/1/1995,Mode Records,1,3,US-4BP-90-02303,Res Facta,,A,"Sheldon Berkowitz, bass-clarinet; William Trigg, percussion",Richard Kassel,4,26,20th Century,1995,Mode,2009,Mode
Musicians' Accord,,Chamber Music with Voice (& a Little Jazz),764593002321,MOD-CD-023,"﻿EMB Editio Musica, Budapest",1/1/1995,Mode Records,1,4,US-4BP-90-02304,Celebrating...,,A,"Christine Schadeberg, Tamzen Flanders, sopranos & hand percussion",Richard Kassel,5,39,20th Century,1995,Mode,2009,Mode
Musicians' Accord,,Chamber Music with Voice (& a Little Jazz),764593002321,MOD-CD-023,"﻿EMB Editio Musica, Budapest",1/1/1995,Mode Records,1,5,US-4BP-90-02305,Twilight Settings,I. Evening Song,A,"Christine Schadeberg, soprano; Musicians' Accord",Laura Kaminsky,6,57,20th Century,1995,Mode,2009,Mode
Musicians' Accord,,Chamber Music with Voice (& a Little Jazz),764593002321,MOD-CD-023,"﻿EMB Editio Musica, Budapest",1/1/1995,Mode Records,1,6,US-4BP-90-02306,Twilight Settings,II. Of the Sun,A,"Christine Schadeberg, soprano; Musicians' Accord",Laura Kaminsky,0,42,20th Century,1995,Mode,2009,Mode
Musicians' Accord,,Chamber Music with Voice (& a Little Jazz),764593002321,MOD-CD-023,"﻿EMB Editio Musica, Budapest",1/1/1995,Mode Records,1,7,US-4BP-90-02307,Twilight Settings,III. Of Beasts and Fowl  ,A,"Christine Schadeberg, soprano; Musicians' Accord",Laura Kaminsky,4,52,20th Century,1995,Mode,2009,Mode
Musicians' Accord,,Chamber Music with Voice (& a Little Jazz),764593002321,MOD-CD-023,"﻿EMB Editio Musica, Budapest",1/1/1995,Mode Records,1,8,US-4BP-90-02308,Twilight Settings,Transition - Of the Sun II  ,A,"Christine Schadeberg, soprano; Musicians' Accord",Laura Kaminsky,1,38,20th Century,1995,Mode,2009,Mode
Musicians' Accord,,Chamber Music with Voice (& a Little Jazz),764593002321,MOD-CD-023,"﻿EMB Editio Musica, Budapest",1/1/1995,Mode Records,1,9,US-4BP-90-02309,Twilight Settings,IV. Of the Sky,A,"Christine Schadeberg, soprano; Musicians' Accord",Laura Kaminsky,3,51,20th Century,1995,Mode,2009,Mode
Musicians' Accord,,Chamber Music with Voice (& a Little Jazz),764593002321,MOD-CD-023,"﻿EMB Editio Musica, Budapest",1/1/1995,Mode Records,1,10,US-4BP-90-02310,Twilight Settings,V. Nightsong,A,"Christine Schadeberg, soprano; Musicians' Accord",Laura Kaminsky,1,37,20th Century,1995,Mode,2009,Mode
Musicians' Accord,,Chamber Music with Voice (& a Little Jazz),764593002321,MOD-CD-023,"﻿EMB Editio Musica, Budapest",1/1/1995,Mode Records,1,11,US-4BP-90-02311,Twilight Settings,VI. Of the Human World  ,A,"Christine Schadeberg, soprano; Musicians' Accord",Laura Kaminsky,14,10,20th Century,1995,Mode,2009,Mode
Takehisa Kosugi; Michael Pugliese; David Tudor,John Cage,Cage Edition 4-Music for Merce Cunningham,764593002420,MOD-CD-024,"Henmar Press, CF Peters Corp",5/1/1991,Mode Records,1,1,US-4BP-08-02401,Five Stone Wind,,A,"Takehisa Kosugi, amplified violin, live electronics, bamboo flute; Michael Pugliese, 9 clay pots and tapes; David Tudor, electronics","John Cage, Takehisa Kosugi, David Tudor",55,11,20th Century,1991,Mode,2009,Mode
Takehisa Kosugi; Michael Pugliese; David Tudor,John Cage,Cage Edition 4-Music for Merce Cunningham,764593002420,MOD-CD-024,"Henmar Press, CF Peters Corp",5/1/1991,Mode Records,1,2,US-4BP-08-02402,Cartridge Music,,A,"Takehisa Kosugi, Michael Pugliese, David Tudor, phonograph cartridges & amplified small objects",John Cage,18,53,20th Century,1991,Mode,2009,Mode
Michael Pugliese,,Perkin' at Merkin,764593002529,MOD-CD-025,Editions Salabert,9/19/1991,Mode Records,1,1,US-4BP-91-02501,Psappha,,SR,"Michael Pugliese, percussion",Iannis Xenakis,16,3,20th Century,1991,Mode,2009,Mode
Michael Pugliese,,Perkin' at Merkin,764593002529,MOD-CD-025,,9/19/1991,Mode Records,1,2,US-4BP-91-02502,Applause,,SR,"Michael Pugliese, percussion",,0,15,20th Century,1991,Mode,2009,Mode
Michael Pugliese,,Perkin' at Merkin,764593002529,MOD-CD-025,C.F. Peters Corporation,9/19/1991,Mode Records,1,3,US-4BP-91-02503,The King of Denmark,,SR,"Michael Pugliese, percussion",Morton Feldman,5,38,20th Century,1991,Mode,2009,Mode
Michael Pugliese,,Perkin' at Merkin,764593002529,MOD-CD-025,,9/19/1991,Mode Records,1,4,US-4BP-91-02504,Applause,,SR,"Michael Pugliese, percussion",,0,13,20th Century,1991,Mode,2009,Mode
Michael Pugliese,,Perkin' at Merkin,764593002529,MOD-CD-025,self published,9/19/1991,Mode Records,1,5,US-4BP-91-02505,Progress,,SR,"Michael Pugliese, percussion",Nils Vigeland,21,41,20th Century,1991,Mode,2009,Mode
Michael Pugliese,,Perkin' at Merkin,764593002529,MOD-CD-025,,9/19/1991,Mode Records,1,6,US-4BP-91-02506,Applause,,SR,"Michael Pugliese, percussion",,0,13,20th Century,1991,Mode,2009,Mode
Michael Pugliese,,Perkin' at Merkin,764593002529,MOD-CD-025,"Henmar Press, CF Peters Corp",9/19/1991,Mode Records,1,7,US-4BP-91-02507,Music for Four,,SR,"Michael Pugliese, Kory Grossman, Christopher Nappi, William Trigg, percussion",John Cage,14,53,20th Century,1991,Mode,2009,Mode
Michael Pugliese,,Perkin' at Merkin,764593002529,MOD-CD-025,,9/19/1991,Mode Records,1,8,US-4BP-91-02508,Applause,,SR,"Michael Pugliese, percussion",,0,13,20th Century,1991,Mode,2009,Mode
Michael Pugliese,,Perkin' at Merkin,764593002529,MOD-CD-025,,9/19/1991,Mode Records,1,9,US-4BP-91-02509,Waves,,SR,"Michael Pugliese, percussion",Per Nørgård,11,20,20th Century,1991,Mode,2009,Mode
Michael Pugliese,,Perkin' at Merkin,764593002529,MOD-CD-025,,9/19/1991,Mode Records,1,10,US-4BP-91-02510,Applause,,SR,"Michael Pugliese, percussion",,0,10,20th Century,1991,Mode,2009,Mode
Michael Pugliese,,Perkin' at Merkin,764593002529,MOD-CD-025,,9/19/1991,Mode Records,1,11,US-4BP-91-02511,Theme from Peter Gunn (arr. Pugliese for percussion quartet),,SR,"Michael Pugliese, Kory Grossman, Christopher Nappi, William Trigg, percussion",Henry Mancini,5,11,20th Century,1991,Mode,2009,Mode
Michael Pugliese,,Perkin' at Merkin,764593002529,MOD-CD-025,,9/19/1991,Mode Records,1,12,US-4BP-91-02512,Applause,,SR,"Michael Pugliese, percussion",,0,17,20th Century,1991,Mode,2009,Mode
,Gerard Pape,Music of Gerard Pape,764593002628,MOD-CD-026,self published,1/1/1995,Mode Records,1,1,US-4BP-91-02601,String Quartet #2 “Vortex” ,I. Perpetuum-Mobile,A,The Arditti Quartet,Gerard Pape,4,16,20th Century,1995,Mode,2009,Mode
,Gerard Pape,Music of Gerard Pape,764593002628,MOD-CD-026,self published,1/1/1995,Mode Records,1,2,US-4BP-91-02602,String Quartet #2 “Vortex” ,II. Elegy,A,The Arditti Quartet,Gerard Pape,3,33,20th Century,1995,Mode,2009,Mode
,Gerard Pape,Music of Gerard Pape,764593002628,MOD-CD-026,self published,1/1/1995,Mode Records,1,3,US-4BP-91-02603,String Quartet #2 “Vortex” ,III. Variations and Interpolations,A,The Arditti Quartet,Gerard Pape,4,9,20th Century,1995,Mode,2009,Mode
,Gerard Pape,Music of Gerard Pape,764593002628,MOD-CD-026,self published,1/1/1995,Mode Records,1,4,US-4BP-91-02604,Pour un Tombeau d'Anatole,I,A,"Janet Pape, voice; saxophones & percussion; Sydney Hodkinson, conductor",Gerard Pape,1,5,20th Century,1995,Mode,2009,Mode
,Gerard Pape,Music of Gerard Pape,764593002628,MOD-CD-026,self published,1/1/1995,Mode Records,1,5,US-4BP-91-02605,Pour un Tombeau d'Anatole,II,A,"Janet Pape, voice; saxophones & percussion; Sydney Hodkinson, conductor",Gerard Pape,1,25,20th Century,1995,Mode,2009,Mode
,Gerard Pape,Music of Gerard Pape,764593002628,MOD-CD-026,self published,1/1/1995,Mode Records,1,6,US-4BP-91-02606,Pour un Tombeau d'Anatole,III,A,"Janet Pape, voice; saxophones & percussion; Sydney Hodkinson, conductor",Gerard Pape,2,1,20th Century,1995,Mode,2009,Mode
,Gerard Pape,Music of Gerard Pape,764593002628,MOD-CD-026,self published,1/1/1995,Mode Records,1,7,US-4BP-91-02607,Pour un Tombeau d'Anatole,IV,A,"Janet Pape, voice; saxophones & percussion; Sydney Hodkinson, conductor",Gerard Pape,1,43,20th Century,1995,Mode,2009,Mode
,Gerard Pape,Music of Gerard Pape,764593002628,MOD-CD-026,self published,1/1/1995,Mode Records,1,8,US-4BP-91-02608,Pour un Tombeau d'Anatole,V,A,"Janet Pape, voice; saxophones & percussion; Sydney Hodkinson, conductor",Gerard Pape,1,42,20th Century,1995,Mode,2009,Mode
,Gerard Pape,Music of Gerard Pape,764593002628,MOD-CD-026,self published,1/1/1995,Mode Records,1,9,US-4BP-91-02609,Sorrows of the Moon,,A,"Thomas Buckner, Janet Pape, voices; electronic tape",Gerard Pape,11,59,20th Century,1995,Mode,2009,Mode
,Gerard Pape,Music of Gerard Pape,764593002628,MOD-CD-026,self published,1/1/1995,Mode Records,1,10,US-4BP-91-02610,Cerberus,,A,"William Albright, organ; electronic tape",Gerard Pape,13,39,20th Century,1995,Mode,2009,Mode
,Gerard Pape,Music of Gerard Pape,764593002628,MOD-CD-026,self published,1/1/1995,Mode Records,1,11,US-4BP-91-02611,Catachresis,,A,"Janet Pape, soprano; Ann Arbor Chamber Orchestra; Carl Daehler, conductor",Gerard Pape,11,50,20th Century,1995,Mode,2009,Mode
,Gerard Pape,Music of Gerard Pape,764593002628,MOD-CD-026,self published,1/1/1995,Mode Records,1,12,US-4BP-91-02612,Three Faces of Death,I. In Memoriam: John Newman,A,"The Prism Orchestra; Robert Black, conductor",Gerard Pape,4,56,20th Century,1995,Mode,2009,Mode
,Gerard Pape,Music of Gerard Pape,764593002628,MOD-CD-026,self published,1/1/1995,Mode Records,1,13,US-4BP-91-02613,Three Faces of Death,II. In Memoriam: Laura Kahl,A,"The Prism Orchestra; Robert Black, conductor",Gerard Pape,3,24,20th Century,1995,Mode,2009,Mode
,Gerard Pape,Music of Gerard Pape,764593002628,MOD-CD-026,self published,1/1/1995,Mode Records,1,14,US-4BP-91-02614,Three Faces of Death,III. In Memoriam: John Pape,A,"The Prism Orchestra; Robert Black, conductor",Gerard Pape,6,37,20th Century,1995,Mode,2009,Mode
Arditti Quartet,John Cage,"Cage Edition 5-String Quartets, Volume 2",764593002727,MOD-CD-027,"Henmar Press, CF Peters Corp",7/1/1992,Mode Records,1,1,US-4BP-04-00161,String Quartet In Four Parts ,I. Quietly Flowing Along,SR,Arditti Quartet,John Cage,4,5,20th Century,1992,Mode,1992,Mode
Arditti Quartet,John Cage,"Cage Edition 5-String Quartets, Volume 2",764593002727,MOD-CD-027,"Henmar Press, CF Peters Corp",7/1/1992,Mode Records,1,2,US-4BP-04-00162,String Quartet In Four Parts ,II. Slowly Rocking,SR,Arditti Quartet,John Cage,4,40,20th Century,1992,Mode,1992,Mode
Arditti Quartet,John Cage,"Cage Edition 5-String Quartets, Volume 2",764593002727,MOD-CD-027,"Henmar Press, CF Peters Corp",7/1/1992,Mode Records,1,3,US-4BP-04-00163,String Quartet In Four Parts ,III. Nearly Stationary,SR,Arditti Quartet,John Cage,9,55,20th Century,1992,Mode,1992,Mode
Arditti Quartet,John Cage,"Cage Edition 5-String Quartets, Volume 2",764593002727,MOD-CD-027,"Henmar Press, CF Peters Corp",7/1/1992,Mode Records,1,4,US-4BP-04-00164,String Quartet In Four Parts ,IV. Quodlibet,SR,Arditti Quartet,John Cage,1,31,20th Century,1992,Mode,1992,Mode
Arditti Quartet,John Cage,"Cage Edition 5-String Quartets, Volume 2",764593002727,MOD-CD-027,"Henmar Press, CF Peters Corp",7/1/1992,Mode Records,1,5,US-4BP-04-00165,Four ,Part One,SR,Arditti Quartet,John Cage,15,2,20th Century,1992,Mode,1992,Mode
Arditti Quartet,John Cage,"Cage Edition 5-String Quartets, Volume 2",764593002727,MOD-CD-027,"Henmar Press, CF Peters Corp",7/1/1992,Mode Records,1,6,US-4BP-04-00166,Four ,Part Two,SR,Arditti Quartet,John Cage,14,56,20th Century,1992,Mode,1992,Mode
John Cage,John Cage,Cage Edition 6-Roaratorio,764593002826,MOD-CD-028,"Henmar Press, CF Peters Corp",7/9/2002,Mode Records,1,1,US-4BP-04-00167,Roaratorio: An Irish Circus On Finnegans Wake ,Part One (To Line 220),SR,"﻿John Cage, voice;  Joe Heaney, singer; Seamus Ennis, Uillean pipes; Paddy Glackin, fiddle; Matt Malloy, flute; Peadher Mercier, Mell Mercier, bodhran",John Cage,27,2,20th Century,2002,Mode,2002,Mode
John Cage,John Cage,Cage Edition 6-Roaratorio,764593002826,MOD-CD-028,"Henmar Press, CF Peters Corp",7/9/2002,Mode Records,1,2,US-4BP-04-00168,Roaratorio: An Irish Circus On Finnegans Wake ,Part Two (To Line 406),SR,"﻿John Cage, voice;  Joe Heaney, singer; Seamus Ennis, Uillean pipes; Paddy Glackin, fiddle; Matt Malloy, flute; Peadher Mercier, Mell Mercier, bodhran",John Cage,15,53,20th Century,2002,Mode,2002,Mode
John Cage,John Cage,Cage Edition 6-Roaratorio,764593002826,MOD-CD-028,"Henmar Press, CF Peters Corp",7/9/2002,Mode Records,1,3,US-4BP-04-00169,Roaratorio: An Irish Circus On Finnegans Wake ,Part Three (To Line 594),SR,"﻿John Cage, voice;  Joe Heaney, singer; Seamus Ennis, Uillean pipes; Paddy Glackin, fiddle; Matt Malloy, flute; Peadher Mercier, Mell Mercier, bodhran",John Cage,13,55,20th Century,2002,Mode,2002,Mode
John Cage,John Cage,Cage Edition 6-Roaratorio,764593002826,MOD-CD-028,"Henmar Press, CF Peters Corp",7/9/2002,Mode Records,1,4,US-4BP-04-00170,Roaratorio: An Irish Circus On Finnegans Wake ,Part Four (To End),SR,"﻿John Cage, voice;  Joe Heaney, singer; Seamus Ennis, Uillean pipes; Paddy Glackin, fiddle; Matt Malloy, flute; Peadher Mercier, Mell Mercier, bodhran",John Cage,3,23,20th Century,2002,Mode,2002,Mode
John Cage,John Cage,Cage Edition 6-Roaratorio,764593002826,MOD-CD-028,,7/9/2002,Mode Records,1,5,US-4BP-04-00171,Laughtears,,SR,"John Cage, Klaus Schöning, speakers",John Cage,16,13,20th Century,2002,Mode,2002,Mode
John Cage,John Cage,Cage Edition 6-Roaratorio,764593002826,MOD-CD-028,,7/9/2002,Mode Records,2,1,US-4BP-04-00172,Laughtears (conclusion),,SR,"John Cage, Klaus Schöning, speakers",John Cage,14,50,20th Century,2002,Mode,2002,Mode
John Cage,John Cage,Cage Edition 6-Roaratorio,764593002826,MOD-CD-028,"Henmar Press, CF Peters Corp",7/9/2002,Mode Records,2,2,US-4BP-04-00173,Writing For The Second Time Through Finnegans Wake ,Part One (To Line 220),SR,"John Cage, voice",John Cage,26,54,20th Century,2002,Mode,2002,Mode
John Cage,John Cage,Cage Edition 6-Roaratorio,764593002826,MOD-CD-028,"Henmar Press, CF Peters Corp",7/9/2002,Mode Records,2,3,US-4BP-04-00174,Writing For The Second Time Through Finnegans Wake ,Part Two (To Line 406),SR,"John Cage, voice",John Cage,15,53,20th Century,2002,Mode,2002,Mode
